county,precinct,office,candidate,votes,district
Churchill,15,State House,Tom Grady,473,38
Churchill,16,President,Virgil Goode,2,
Churchill,16,President,Gary Johnson,2,
Churchill,16,President,None Of These Candidates,3,
Churchill,16,U.S. House,Russell Best,16,2
Churchill,16,U.S. House,Michael Haines,20,2
Churchill,16,U.S. Senate,None Of These Candidates,22,
Churchill,16,U.S. Senate,David Vanderbeek,29,
Churchill,16,U.S. Senate,Shelley Berkley,99,
Churchill,16,U.S. House,Samuel Koepnick,112,2
Churchill,16,President,Barack Obama,158,
Churchill,16,President,Mitt Romney,237,
Churchill,16,U.S. House,Mark Amodei,239,2
Churchill,16,U.S. Senate,Dean Heller,247,
Churchill,16,State House,Tom Grady,333,38
Churchill,17,President,Virgil Goode,6,
Churchill,17,President,Gary Johnson,8,
Churchill,17,President,None Of These Candidates,11,
Churchill,17,U.S. House,Russell Best,30,2
Churchill,17,U.S. House,Michael Haines,36,2
Churchill,17,U.S. Senate,None Of These Candidates,39,
Churchill,17,U.S. Senate,David Vanderbeek,73,
Churchill,17,U.S. Senate,Shelley Berkley,145,
Churchill,17,U.S. House,Samuel Koepnick,159,2
Churchill,17,President,Barack Obama,232,
Churchill,17,U.S. Senate,Dean Heller,587,
Churchill,17,President,Mitt Romney,592,
Churchill,17,U.S. House,Mark Amodei,597,2
Churchill,17,State House,Tom Grady,751,38
Churchill,18,President,Virgil Goode,5,
Churchill,18,President,None Of These Candidates,8,
Churchill,18,President,Gary Johnson,11,
Churchill,18,U.S. House,Russell Best,30,2
Churchill,18,U.S. Senate,None Of These Candidates,30,
Churchill,18,U.S. House,Michael Haines,33,2
Churchill,18,U.S. Senate,David Vanderbeek,55,
Churchill,18,U.S. Senate,Shelley Berkley,184,
Churchill,18,U.S. House,Samuel Koepnick,189,2
Churchill,18,President,Barack Obama,256,
Churchill,18,U.S. House,Mark Amodei,655,2
Churchill,18,President,Mitt Romney,656,
Churchill,18,U.S. Senate,Dean Heller,658,
Churchill,18,State House,Tom Grady,793,38
Churchill,19,President,None Of These Candidates,1,
Churchill,19,President,Virgil Goode,3,
Churchill,19,President,Gary Johnson,3,
Churchill,19,U.S. House,Michael Haines,9,2
Churchill,19,U.S. House,Russell Best,14,2
Churchill,19,U.S. Senate,None Of These Candidates,14,
Churchill,19,U.S. Senate,David Vanderbeek,27,
Churchill,19,U.S. Senate,Shelley Berkley,94,
Churchill,19,U.S. House,Samuel Koepnick,95,2
Churchill,19,President,Barack Obama,123,
Churchill,19,U.S. Senate,Dean Heller,359,
Churchill,19,U.S. House,Mark Amodei,366,2
Churchill,19,President,Mitt Romney,367,
Churchill,19,State House,Tom Grady,430,38
Churchill,88,President,Virgil Goode,0,
Churchill,88,President,Gary Johnson,0,
Churchill,88,President,None Of These Candidates,0,
Churchill,88,President,Barack Obama,0,
Churchill,88,President,Mitt Romney,0,
Churchill,99,President,Virgil Goode,0,
Churchill,99,President,Gary Johnson,0,
Churchill,99,President,None Of These Candidates,0,
Churchill,99,President,Barack Obama,0,
Churchill,99,President,Mitt Romney,0,
Churchill,99,U.S. House,Mark Amodei,0,2
Churchill,99,U.S. House,Russell Best,0,2
Churchill,99,U.S. House,Michael Haines,0,2
Churchill,99,U.S. House,Samuel Koepnick,0,2
Churchill,99,U.S. Senate,Shelley Berkley,0,
Churchill,99,U.S. Senate,Dean Heller,0,
Churchill,99,U.S. Senate,None Of These Candidates,0,
Churchill,99,U.S. Senate,David Vanderbeek,0,
Clark,103,President,Virgil Goode,0,
Clark,103,President,None Of These Candidates,1,
Clark,103,President,Gary Johnson,2,
Clark,103,U.S. House,Stan Vaughan,4,1
Clark,103,U.S. Senate,None Of These Candidates,5,
Clark,103,U.S. Senate,David Vanderbeek,5,
Clark,103,U.S. House,William Pojunis,7,1
Clark,103,President,Barack Obama,133,
Clark,103,U.S. House,Dina Titus,133,1
Clark,103,State Senate,Aaron Ford,134,11
Clark,103,U.S. Senate,Shelley Berkley,134,
Clark,103,State House,Jason Frierson,140,8
Clark,103,State House,Arthur Martinez,217,8
Clark,103,U.S. House,Chris Edwards,224,1
Clark,103,State Senate,John Drake,225,11
Clark,103,U.S. Senate,Dean Heller,231,
Clark,103,President,Mitt Romney,241,
Clark,103,President,Virgil Goode,0,
Clark,103,President,None Of These Candidates,1,
Clark,103,President,Gary Johnson,4,
Clark,103,U.S. House,William Pojunis,8,1
Clark,103,U.S. House,Stan Vaughan,9,1
Clark,103,U.S. Senate,David Vanderbeek,15,
Clark,103,U.S. Senate,None Of These Candidates,17,
Clark,103,President,Barack Obama,219,
Clark,103,State Senate,Aaron Ford,225,11
Clark,103,U.S. Senate,Shelley Berkley,236,
Clark,103,State House,Jason Frierson,245,8
Clark,103,U.S. House,Dina Titus,246,1
Clark,103,State House,Arthur Martinez,560,8
Clark,103,State Senate,John Drake,588,11
Clark,103,U.S. House,Chris Edwards,590,1
Clark,103,U.S. Senate,Dean Heller,601,
Clark,103,President,Mitt Romney,653,
Clark,106,President,None Of These Candidates,1,
Clark,106,President,Virgil Goode,2,
Clark,106,President,Gary Johnson,4,
Clark,106,U.S. House,Tom Jones,21,3
Clark,106,State House,Les Mckay,33,21
Clark,106,U.S. Senate,None Of These Candidates,43,
Clark,106,U.S. Senate,David Vanderbeek,52,
Clark,106,U.S. House,Jim Murphy,63,3
Clark,106,U.S. House,John Oceguera,389,3
Clark,106,U.S. Senate,Dean Heller,406,
Clark,106,State House,Andy Eisen,415,21
Clark,106,U.S. Senate,Shelley Berkley,417,
Clark,106,State House,Becky Harris,432,21
Clark,106,U.S. House,Joe Heck,435,3
Clark,106,State Senate,Steve Kirk,437,5
Clark,106,President,Mitt Romney,449,
Clark,106,State Senate,Joyce Woodhouse,454,5
Clark,106,President,Barack Obama,474,
Clark,107,President,Virgil Goode,3,
Clark,107,President,None Of These Candidates,6,
Clark,107,President,Gary Johnson,8,
Clark,107,U.S. House,Tom Jones,22,3
Clark,107,U.S. Senate,None Of These Candidates,26,
Clark,107,U.S. Senate,David Vanderbeek,39,
Clark,107,U.S. House,Jim Murphy,49,3
Clark,107,U.S. House,John Oceguera,120,3
Clark,107,State House,Michael Joe,123,23
Clark,107,U.S. Senate,Shelley Berkley,132,
Clark,107,President,Barack Obama,169,
Clark,107,U.S. House,Joe Heck,249,3
Clark,107,U.S. Senate,Dean Heller,252,
Clark,107,President,Mitt Romney,277,
Clark,107,State House,Melissa Woodbury,306,23
Clark,107,President,None Of These Candidates,8,
Clark,107,President,Virgil Goode,12,
Clark,107,President,Gary Johnson,14,
Clark,107,U.S. House,Tom Jones,53,3
Clark,107,U.S. Senate,None Of These Candidates,64,
Clark,107,U.S. Senate,David Vanderbeek,90,
Clark,107,U.S. House,Jim Murphy,97,3
Clark,107,U.S. House,John Oceguera,384,3
Clark,107,State House,Michael Joe,395,23
Clark,107,U.S. Senate,Shelley Berkley,404,
Clark,107,President,Barack Obama,491,
Clark,107,U.S. Senate,Dean Heller,616,
Clark,107,U.S. House,Joe Heck,622,3
Clark,107,President,Mitt Romney,671,
Clark,107,State House,Melissa Woodbury,733,23
Clark,113,President,Virgil Goode,0,
Clark,113,President,None Of These Candidates,2,
Clark,113,President,Gary Johnson,12,
Clark,113,U.S. House,Tom Jones,20,3
Clark,113,State House,Les Mckay,26,21
Clark,113,U.S. House,Jim Murphy,35,3
Clark,113,U.S. Senate,David Vanderbeek,36,
Clark,113,U.S. Senate,None Of These Candidates,37,
Clark,113,State House,Becky Harris,337,21
Clark,113,U.S. Senate,Dean Heller,348,
Clark,113,President,Mitt Romney,349,
Clark,113,U.S. House,Joe Heck,355,3
Clark,113,State Senate,Steve Kirk,359,5
Clark,113,U.S. House,John Oceguera,383,3
Clark,113,U.S. Senate,Shelley Berkley,388,
Clark,113,State House,Andy Eisen,402,21
Clark,113,State Senate,Joyce Woodhouse,420,5
Clark,113,President,Barack Obama,461,
Clark,130,President,Virgil Goode,1,
Clark,130,President,None Of These Candidates,2,
Clark,130,President,Gary Johnson,12,
Clark,130,U.S. House,Tom Jones,27,3
Clark,130,U.S. House,Jim Murphy,51,3
Clark,130,U.S. Senate,David Vanderbeek,52,
Clark,130,U.S. Senate,None Of These Candidates,58,
Clark,130,State House,Arthur Martinez,314,8
Clark,130,State Senate,John Drake,323,11
Clark,130,U.S. House,Joe Heck,326,3
Clark,130,U.S. Senate,Dean Heller,338,
Clark,130,President,Mitt Romney,345,
Clark,130,U.S. Senate,Shelley Berkley,513,
Clark,130,U.S. House,John Oceguera,525,3
Clark,130,State Senate,Aaron Ford,574,11
Clark,130,State House,Jason Frierson,578,8
Clark,130,President,Barack Obama,623,
Clark,130,President,Virgil Goode,2,
Clark,130,President,None Of These Candidates,4,
Clark,130,President,Gary Johnson,15,
Clark,130,U.S. House,Tom Jones,28,3
Clark,130,U.S. Senate,None Of These Candidates,32,
Clark,130,U.S. House,Jim Murphy,43,3
Clark,130,U.S. Senate,David Vanderbeek,51,
Clark,130,State House,Arthur Martinez,321,8
Clark,130,State Senate,John Drake,326,11
Clark,130,U.S. Senate,Dean Heller,343,
Clark,130,President,Mitt Romney,349,
Clark,130,U.S. House,Joe Heck,359,3
Clark,130,U.S. House,John Oceguera,405,3
Clark,130,U.S. Senate,Shelley Berkley,428,
Clark,130,State House,Jason Frierson,488,8
Clark,130,State Senate,Aaron Ford,488,11
Clark,130,President,Barack Obama,504,
Clark,130,President,Virgil Goode,6,
Clark,130,President,None Of These Candidates,10,
Clark,130,President,Gary Johnson,15,
Clark,130,U.S. House,Tom Jones,22,3
Clark,130,U.S. House,Jim Murphy,71,3
Clark,130,U.S. Senate,None Of These Candidates,73,
Clark,130,U.S. Senate,David Vanderbeek,85,
Clark,130,State Senate,John Drake,505,11
Clark,130,State House,Arthur Martinez,506,8
Clark,130,President,Mitt Romney,544,
Clark,130,U.S. House,Joe Heck,551,3
Clark,130,U.S. Senate,Dean Heller,558,
Clark,130,U.S. Senate,Shelley Berkley,713,
Clark,130,U.S. House,John Oceguera,738,3
Clark,130,State House,Jason Frierson,820,8
Clark,130,State Senate,Aaron Ford,823,11
Clark,130,President,Barack Obama,887,
Clark,130,President,Virgil Goode,0,
Clark,130,President,None Of These Candidates,10,
Clark,130,President,Gary Johnson,17,
Clark,130,U.S. House,Tom Jones,24,3
Clark,130,U.S. Senate,None Of These Candidates,43,
Clark,130,U.S. Senate,David Vanderbeek,43,
Clark,130,U.S. House,Jim Murphy,55,3
Clark,130,State Senate,Justin Jones,451,9
Clark,130,U.S. House,John Oceguera,465,3
Clark,130,U.S. Senate,Shelley Berkley,493,
Clark,130,State House,Tom Blanchard,511,35
Clark,130,State House,James Healey,527,35
Clark,130,U.S. House,Joe Heck,531,3
Clark,130,President,Mitt Romney,534,
Clark,130,U.S. Senate,Dean Heller,542,
Clark,130,President,Barack Obama,585,
Clark,130,State Senate,Mari St. Martin,603,9
Clark,131,President,Virgil Goode,0,
Clark,131,President,None Of These Candidates,0,
Clark,131,President,Gary Johnson,11,
Clark,131,U.S. House,Tom Jones,25,3
Clark,131,U.S. Senate,David Vanderbeek,39,
Clark,131,U.S. House,Jim Murphy,40,3
Clark,131,U.S. Senate,None Of These Candidates,44,
Clark,131,State House,Arthur Martinez,235,8
Clark,131,President,Mitt Romney,240,
Clark,131,State Senate,John Drake,251,11
Clark,131,U.S. Senate,Dean Heller,251,
Clark,131,U.S. House,Joe Heck,266,3
Clark,131,U.S. House,John Oceguera,480,3
Clark,131,U.S. Senate,Shelley Berkley,498,
Clark,131,State Senate,Aaron Ford,532,11
Clark,131,State House,Jason Frierson,537,8
Clark,131,President,Barack Obama,606,
Clark,132,President,Virgil Goode,0,
Clark,132,President,None Of These Candidates,1,
Clark,132,President,Gary Johnson,8,
Clark,132,U.S. House,Tom Jones,18,3
Clark,132,U.S. House,Jim Murphy,52,3
Clark,132,U.S. Senate,None Of These Candidates,55,
Clark,132,U.S. Senate,David Vanderbeek,65,
Clark,132,State House,Arthur Martinez,353,8
Clark,132,State Senate,John Drake,359,11
Clark,132,U.S. House,Joe Heck,373,3
Clark,132,U.S. Senate,Dean Heller,379,
Clark,132,President,Mitt Romney,387,
Clark,132,U.S. Senate,Shelley Berkley,595,
Clark,132,U.S. House,John Oceguera,624,3
Clark,132,State House,Jason Frierson,669,8
Clark,132,State Senate,Aaron Ford,673,11
Clark,132,President,Barack Obama,727,
Clark,132,President,Virgil Goode,0,
Clark,132,President,None Of These Candidates,1,
Clark,132,President,Gary Johnson,16,
Clark,132,U.S. House,Tom Jones,20,3
Clark,132,U.S. House,Jim Murphy,36,3
Clark,132,U.S. Senate,David Vanderbeek,43,
Clark,132,U.S. Senate,None Of These Candidates,50,
Clark,132,State House,Phil Regeski,275,41
Clark,132,U.S. House,Joe Heck,290,3
Clark,132,President,Mitt Romney,296,
Clark,132,U.S. Senate,Dean Heller,297,
Clark,132,U.S. Senate,Shelley Berkley,409,
Clark,132,U.S. House,John Oceguera,431,3
Clark,132,State House,Paul Aizley,470,41
Clark,132,President,Barack Obama,503,
Clark,133,President,Virgil Goode,4,
Clark,133,President,Gary Johnson,10,
Clark,133,President,None Of These Candidates,11,
Clark,133,U.S. House,Tom Jones,30,3
Clark,133,U.S. Senate,None Of These Candidates,55,
Clark,133,U.S. House,Jim Murphy,60,3
Clark,133,U.S. Senate,David Vanderbeek,60,
Clark,133,U.S. House,John Oceguera,408,3
Clark,133,U.S. Senate,Shelley Berkley,432,
Clark,133,State House,Paul Aizley,517,41
Clark,133,President,Barack Obama,532,
Clark,133,State House,Phil Regeski,532,41
Clark,133,U.S. Senate,Dean Heller,567,
Clark,133,President,Mitt Romney,576,
Clark,133,U.S. House,Joe Heck,583,3
Clark,133,President,Virgil Goode,6,
Clark,133,President,None Of These Candidates,9,
Clark,133,President,Gary Johnson,16,
Clark,133,U.S. House,Tom Jones,36,3
Clark,133,U.S. House,Jim Murphy,41,3
Clark,133,U.S. Senate,David Vanderbeek,52,
Clark,133,U.S. Senate,None Of These Candidates,68,
Clark,133,U.S. House,Joe Heck,281,3
Clark,133,U.S. Senate,Dean Heller,286,
Clark,133,State House,Phil Regeski,287,41
Clark,133,President,Mitt Romney,293,
Clark,133,U.S. Senate,Shelley Berkley,510,
Clark,133,U.S. House,John Oceguera,523,3
Clark,133,State House,Paul Aizley,582,41
Clark,133,President,Barack Obama,615,
Clark,133,President,None Of These Candidates,0,
Clark,133,President,Virgil Goode,2,
Clark,133,U.S. House,Tom Jones,2,3
Clark,133,President,Gary Johnson,5,
Clark,133,U.S. Senate,David Vanderbeek,17,
Clark,133,U.S. House,Jim Murphy,19,3
Clark,133,U.S. Senate,None Of These Candidates,21,
Clark,133,State House,Phil Regeski,157,41
Clark,133,U.S. House,Joe Heck,160,3
Clark,133,U.S. Senate,Dean Heller,162,
Clark,133,President,Mitt Romney,163,
Clark,133,U.S. Senate,Shelley Berkley,196,
Clark,133,U.S. House,John Oceguera,203,3
Clark,133,State House,Paul Aizley,217,41
Clark,133,President,Barack Obama,229,
Clark,133,President,Virgil Goode,2,
Clark,133,President,None Of These Candidates,4,
Clark,133,President,Gary Johnson,5,
Clark,133,U.S. House,Tom Jones,21,3
Clark,133,U.S. Senate,None Of These Candidates,28,
Clark,133,U.S. House,Jim Murphy,35,3
Clark,133,U.S. Senate,David Vanderbeek,57,
Clark,133,State House,Phil Regeski,360,41
Clark,133,U.S. Senate,Dean Heller,360,
Clark,133,U.S. House,Joe Heck,369,3
Clark,133,U.S. House,John Oceguera,392,3
Clark,133,President,Mitt Romney,394,
Clark,133,U.S. Senate,Shelley Berkley,399,
Clark,133,State House,Paul Aizley,446,41
Clark,133,President,Barack Obama,455,
Clark,133,President,Virgil Goode,1,
Clark,133,President,Gary Johnson,8,
Clark,133,President,None Of These Candidates,12,
Clark,133,U.S. House,Tom Jones,23,3
Clark,133,State House,Les Mckay,34,21
Clark,133,U.S. House,Jim Murphy,45,3
Clark,133,U.S. Senate,None Of These Candidates,46,
Clark,133,U.S. Senate,David Vanderbeek,48,
Clark,133,U.S. Senate,Dean Heller,438,
Clark,133,State Senate,Steve Kirk,446,5
Clark,133,U.S. House,Joe Heck,462,3
Clark,133,President,Mitt Romney,463,
Clark,133,State House,Becky Harris,464,21
Clark,133,U.S. House,John Oceguera,523,3
Clark,133,State House,Andy Eisen,536,21
Clark,133,U.S. Senate,Shelley Berkley,536,
Clark,133,State Senate,Joyce Woodhouse,587,5
Clark,133,President,Barack Obama,613,
Clark,133,President,Virgil Goode,4,
Clark,133,President,None Of These Candidates,7,
Clark,133,President,Gary Johnson,11,
Clark,133,U.S. House,Tom Jones,24,3
Clark,133,State House,Les Mckay,27,21
Clark,133,U.S. House,Jim Murphy,49,3
Clark,133,U.S. Senate,None Of These Candidates,51,
Clark,133,U.S. Senate,David Vanderbeek,56,
Clark,133,State House,Becky Harris,414,21
Clark,133,U.S. Senate,Dean Heller,416,
Clark,133,U.S. House,Joe Heck,425,3
Clark,133,State Senate,Steve Kirk,431,5
Clark,133,President,Mitt Romney,436,
Clark,133,U.S. Senate,Shelley Berkley,462,
Clark,133,U.S. House,John Oceguera,468,3
Clark,133,State House,Andy Eisen,508,21
Clark,133,State Senate,Joyce Woodhouse,519,5
Clark,133,President,Barack Obama,554,
Clark,133,President,Virgil Goode,0,
Clark,133,President,None Of These Candidates,3,
Clark,133,U.S. House,Tom Jones,6,3
Clark,133,President,Gary Johnson,7,
Clark,133,U.S. Senate,David Vanderbeek,24,
Clark,133,U.S. House,Jim Murphy,26,3
Clark,133,U.S. Senate,None Of These Candidates,31,
Clark,133,President,Mitt Romney,223,
Clark,133,U.S. House,Joe Heck,225,3
Clark,133,U.S. Senate,Dean Heller,225,
Clark,133,State House,Phil Regeski,230,41
Clark,133,U.S. Senate,Shelley Berkley,255,
Clark,133,U.S. House,John Oceguera,268,3
Clark,133,State House,Paul Aizley,281,41
Clark,133,President,Barack Obama,316,
Clark,133,President,Virgil Goode,4,
Clark,133,President,None Of These Candidates,6,
Clark,133,President,Gary Johnson,13,
Clark,133,U.S. House,Tom Jones,25,3
Clark,133,U.S. Senate,None Of These Candidates,45,
Clark,133,U.S. Senate,David Vanderbeek,51,
Clark,133,U.S. House,Jim Murphy,53,3
Clark,133,State House,Phil Regeski,356,41
Clark,133,U.S. Senate,Dean Heller,360,
Clark,133,U.S. House,Joe Heck,378,3
Clark,133,President,Mitt Romney,384,
Clark,133,U.S. House,John Oceguera,523,3
Clark,133,U.S. Senate,Shelley Berkley,553,
Clark,133,State House,Paul Aizley,583,41
Clark,133,President,Barack Obama,625,
Clark,134,President,Virgil Goode,0,
Clark,134,President,None Of These Candidates,5,
Clark,134,President,Gary Johnson,9,
Clark,134,U.S. House,Tom Jones,21,3
Clark,134,U.S. House,Jim Murphy,45,3
Clark,134,U.S. Senate,David Vanderbeek,46,
Clark,134,U.S. Senate,None Of These Candidates,57,
