jurisdiction,precinct,office,party,candidate,votes
Washoe,822200,President,Democratic,Hillary Clinton,3
Washoe,822600,President,Democratic,Hillary Clinton,0
Washoe,822700,President,Democratic,Hillary Clinton,1
Washoe,823200,President,Democratic,Hillary Clinton,1
Washoe,823300,President,Democratic,Hillary Clinton,3
Washoe,823400,President,Democratic,Hillary Clinton,1
Washoe,823500,President,Democratic,Hillary Clinton,1
Washoe,823600,President,Democratic,Hillary Clinton,4
Washoe,823700,President,Democratic,Hillary Clinton,1
Washoe,823800,President,Democratic,Hillary Clinton,3
Washoe,824000,President,Democratic,Hillary Clinton,2
Washoe,824500,President,Democratic,Hillary Clinton,1
Washoe,824700,President,Democratic,Hillary Clinton,1
Washoe,825000,President,Democratic,Hillary Clinton,3
Washoe,825300,President,Democratic,Hillary Clinton,1
Washoe,825400,President,Democratic,Hillary Clinton,4
Washoe,825600,President,Democratic,Hillary Clinton,3
Washoe,826100,President,Democratic,Hillary Clinton,0
Washoe,826300,President,Democratic,Hillary Clinton,2
Washoe,826400,President,Democratic,Hillary Clinton,1
Washoe,826500,President,Democratic,Hillary Clinton,0
Washoe,827000,President,Democratic,Hillary Clinton,1
Washoe,827100,President,Democratic,Hillary Clinton,2
Washoe,827300,President,Democratic,Hillary Clinton,1
Washoe,827600,President,Democratic,Hillary Clinton,0
Washoe,827700,President,Democratic,Hillary Clinton,1
Washoe,828100,President,Democratic,Hillary Clinton,1
Washoe,829700,President,Democratic,Hillary Clinton,1
Washoe,850000,President,Democratic,Hillary Clinton,0
Washoe,850200,President,Democratic,Hillary Clinton,0
Washoe,850500,President,Democratic,Hillary Clinton,0
Washoe,980000,President,Democratic,Hillary Clinton,0
White Pine,1,President,Democratic,Hillary Clinton,7
White Pine,10,President,Democratic,Hillary Clinton,0
White Pine,2,President,Democratic,Hillary Clinton,5
White Pine,3,President,Democratic,Hillary Clinton,6
White Pine,4,President,Democratic,Hillary Clinton,8
White Pine,5,President,Democratic,Hillary Clinton,7
White Pine,6,President,Democratic,Hillary Clinton,7
White Pine,7,President,Democratic,Hillary Clinton,4
White Pine,8,President,Democratic,Hillary Clinton,2
White Pine,9,President,Democratic,Hillary Clinton,1
Carson City,101,President,Democratic,Bernie Sanders,4
Carson City,103,President,Democratic,Bernie Sanders,3
Carson City,105,President,Democratic,Bernie Sanders,2
Carson City,107,President,Democratic,Bernie Sanders,3
Carson City,109,President,Democratic,Bernie Sanders,4
Carson City,111,President,Democratic,Bernie Sanders,6
Carson City,113,President,Democratic,Bernie Sanders,4
Carson City,201,President,Democratic,Bernie Sanders,3
Carson City,203,President,Democratic,Bernie Sanders,5
Carson City,205,President,Democratic,Bernie Sanders,5
Carson City,207,President,Democratic,Bernie Sanders,5
Carson City,209,President,Democratic,Bernie Sanders,3
Carson City,211,President,Democratic,Bernie Sanders,2
Carson City,301,President,Democratic,Bernie Sanders,3
Carson City,303,President,Democratic,Bernie Sanders,3
Carson City,305,President,Democratic,Bernie Sanders,3
Carson City,307,President,Democratic,Bernie Sanders,5
Carson City,309,President,Democratic,Bernie Sanders,2
Carson City,401,President,Democratic,Bernie Sanders,3
Carson City,403,President,Democratic,Bernie Sanders,5
Carson City,405,President,Democratic,Bernie Sanders,4
Carson City,407,President,Democratic,Bernie Sanders,2
Carson City,409,President,Democratic,Bernie Sanders,5
Carson City,411,President,Democratic,Bernie Sanders,2
Churchill,1,President,Democratic,Bernie Sanders,3
Churchill,10,President,Democratic,Bernie Sanders,3
Churchill,11,President,Democratic,Bernie Sanders,3
Churchill,12,President,Democratic,Bernie Sanders,2
Churchill,13,President,Democratic,Bernie Sanders,1
Churchill,14,President,Democratic,Bernie Sanders,2
Churchill,15,President,Democratic,Bernie Sanders,2
Churchill,16,President,Democratic,Bernie Sanders,4
Churchill,17,President,Democratic,Bernie Sanders,5
Churchill,18,President,Democratic,Bernie Sanders,3
Churchill,19,President,Democratic,Bernie Sanders,1
Churchill,2,President,Democratic,Bernie Sanders,2
Churchill,3,President,Democratic,Bernie Sanders,2
Churchill,4,President,Democratic,Bernie Sanders,2
Churchill,5,President,Democratic,Bernie Sanders,3
Churchill,6,President,Democratic,Bernie Sanders,3
Churchill,7,President,Democratic,Bernie Sanders,1
Churchill,8,President,Democratic,Bernie Sanders,2
Churchill,9,President,Democratic,Bernie Sanders,2
Clark,1038,President,Democratic,Bernie Sanders,1
Clark,1039,President,Democratic,Bernie Sanders,2
Clark,1063,President,Democratic,Bernie Sanders,5
Clark,1067,President,Democratic,Bernie Sanders,0
Clark,1072,President,Democratic,Bernie Sanders,1
Clark,1074,President,Democratic,Bernie Sanders,4
Clark,1137,President,Democratic,Bernie Sanders,4
Clark,1302,President,Democratic,Bernie Sanders,6
Clark,1303,President,Democratic,Bernie Sanders,6
Clark,1304,President,Democratic,Bernie Sanders,4
Clark,1307,President,Democratic,Bernie Sanders,6
Clark,1318,President,Democratic,Bernie Sanders,6
Clark,1327,President,Democratic,Bernie Sanders,8
Clark,1328,President,Democratic,Bernie Sanders,6
Clark,1330,President,Democratic,Bernie Sanders,7
Clark,1331,President,Democratic,Bernie Sanders,9
Clark,1332,President,Democratic,Bernie Sanders,3
Clark,1333,President,Democratic,Bernie Sanders,3
Clark,1334,President,Democratic,Bernie Sanders,7
Clark,1335,President,Democratic,Bernie Sanders,5
Clark,1336,President,Democratic,Bernie Sanders,5
Clark,1337,President,Democratic,Bernie Sanders,6
Clark,1340,President,Democratic,Bernie Sanders,9
Clark,1341,President,Democratic,Bernie Sanders,7
Clark,1342,President,Democratic,Bernie Sanders,4
Clark,1343,President,Democratic,Bernie Sanders,4
Clark,1344,President,Democratic,Bernie Sanders,4
Clark,1345,President,Democratic,Bernie Sanders,2
Clark,1346,President,Democratic,Bernie Sanders,5
Clark,1348,President,Democratic,Bernie Sanders,7
Clark,1349,President,Democratic,Bernie Sanders,7
Clark,1351,President,Democratic,Bernie Sanders,7
Clark,1352,President,Democratic,Bernie Sanders,6
Clark,1353,President,Democratic,Bernie Sanders,10
Clark,1354,President,Democratic,Bernie Sanders,3
Clark,1356,President,Democratic,Bernie Sanders,6
Clark,1365,President,Democratic,Bernie Sanders,0
Clark,1367,President,Democratic,Bernie Sanders,8
Clark,1368,President,Democratic,Bernie Sanders,11
Clark,1371,President,Democratic,Bernie Sanders,0
Clark,1374,President,Democratic,Bernie Sanders,0
Clark,1377,President,Democratic,Bernie Sanders,0
Clark,1381,President,Democratic,Bernie Sanders,0
Clark,1384,President,Democratic,Bernie Sanders,1
Clark,1386,President,Democratic,Bernie Sanders,0
Clark,1389,President,Democratic,Bernie Sanders,3
Clark,1390,President,Democratic,Bernie Sanders,8
Clark,1391,President,Democratic,Bernie Sanders,5
Clark,1394,President,Democratic,Bernie Sanders,4
Clark,1395,President,Democratic,Bernie Sanders,3
Clark,1396,President,Democratic,Bernie Sanders,3
Clark,1410,President,Democratic,Bernie Sanders,5
Clark,1411,President,Democratic,Bernie Sanders,4
Clark,1509,President,Democratic,Bernie Sanders,3
Clark,1510,President,Democratic,Bernie Sanders,2
Clark,1511,President,Democratic,Bernie Sanders,3
Clark,1513,President,Democratic,Bernie Sanders,3
Clark,1514,President,Democratic,Bernie Sanders,5
Clark,1517,President,Democratic,Bernie Sanders,1
Clark,1518,President,Democratic,Bernie Sanders,2
Clark,1519,President,Democratic,Bernie Sanders,0
Clark,1520,President,Democratic,Bernie Sanders,1
Clark,1521,President,Democratic,Bernie Sanders,1
Clark,1525,President,Democratic,Bernie Sanders,2
Clark,1528,President,Democratic,Bernie Sanders,4
Clark,1550,President,Democratic,Bernie Sanders,3
Clark,1552,President,Democratic,Bernie Sanders,3
Clark,1601,President,Democratic,Bernie Sanders,5
Clark,1602,President,Democratic,Bernie Sanders,4
Clark,1603,President,Democratic,Bernie Sanders,3
Clark,1604,President,Democratic,Bernie Sanders,5
Clark,1605,President,Democratic,Bernie Sanders,6
Clark,1606,President,Democratic,Bernie Sanders,1
Clark,1607,President,Democratic,Bernie Sanders,0
Clark,1608,President,Democratic,Bernie Sanders,2
Clark,1609,President,Democratic,Bernie Sanders,8
Clark,1611,President,Democratic,Bernie Sanders,7
Clark,1612,President,Democratic,Bernie Sanders,6
Clark,1613,President,Democratic,Bernie Sanders,3
Clark,1614,President,Democratic,Bernie Sanders,4
Clark,1615,President,Democratic,Bernie Sanders,5
Clark,1616,President,Democratic,Bernie Sanders,4
Clark,1617,President,Democratic,Bernie Sanders,5
Clark,1618,President,Democratic,Bernie Sanders,5
Clark,1619,President,Democratic,Bernie Sanders,5
Clark,1621,President,Democratic,Bernie Sanders,6
Clark,1623,President,Democratic,Bernie Sanders,3
Clark,1624,President,Democratic,Bernie Sanders,0
Clark,1625,President,Democratic,Bernie Sanders,5
Clark,1631,President,Democratic,Bernie Sanders,7
Clark,1632,President,Democratic,Bernie Sanders,4
Clark,1633,President,Democratic,Bernie Sanders,8
Clark,1634,President,Democratic,Bernie Sanders,8
Clark,1635,President,Democratic,Bernie Sanders,5
Clark,1641,President,Democratic,Bernie Sanders,6
Clark,1642,President,Democratic,Bernie Sanders,4
Clark,1643,President,Democratic,Bernie Sanders,1
Clark,1644,President,Democratic,Bernie Sanders,0
Clark,1645,President,Democratic,Bernie Sanders,1
Clark,1651,President,Democratic,Bernie Sanders,1
Clark,1652,President,Democratic,Bernie Sanders,9
Clark,1653,President,Democratic,Bernie Sanders,7
Clark,1655,President,Democratic,Bernie Sanders,8
Clark,1661,President,Democratic,Bernie Sanders,6
Clark,1662,President,Democratic,Bernie Sanders,6
Clark,1664,President,Democratic,Bernie Sanders,3
Clark,1665,President,Democratic,Bernie Sanders,0
Clark,1668,President,Democratic,Bernie Sanders,4
Clark,1669,President,Democratic,Bernie Sanders,1
Clark,1670,President,Democratic,Bernie Sanders,5
Clark,1671,President,Democratic,Bernie Sanders,0
Clark,1672,President,Democratic,Bernie Sanders,4
Clark,1674,President,Democratic,Bernie Sanders,1
Clark,1675,President,Democratic,Bernie Sanders,3
Clark,1676,President,Democratic,Bernie Sanders,2
Clark,1677,President,Democratic,Bernie Sanders,4
Clark,1678,President,Democratic,Bernie Sanders,3
Clark,1679,President,Democratic,Bernie Sanders,4
Clark,1680,President,Democratic,Bernie Sanders,6
Clark,1681,President,Democratic,Bernie Sanders,0
Clark,1682,President,Democratic,Bernie Sanders,7
Clark,1683,President,Democratic,Bernie Sanders,9
Clark,1684,President,Democratic,Bernie Sanders,2
Clark,1685,President,Democratic,Bernie Sanders,0
Clark,1686,President,Democratic,Bernie Sanders,3
Clark,1687,President,Democratic,Bernie Sanders,6
Clark,1688,President,Democratic,Bernie Sanders,3
Clark,1689,President,Democratic,Bernie Sanders,3
Clark,1692,President,Democratic,Bernie Sanders,0
Clark,1693,President,Democratic,Bernie Sanders,1
Clark,1695,President,Democratic,Bernie Sanders,3
Clark,1702,President,Democratic,Bernie Sanders,6
Clark,1703,President,Democratic,Bernie Sanders,6
Clark,1704,President,Democratic,Bernie Sanders,4
Clark,1712,President,Democratic,Bernie Sanders,5
Clark,1715,President,Democratic,Bernie Sanders,0
Clark,1717,President,Democratic,Bernie Sanders,1
Clark,1718,President,Democratic,Bernie Sanders,2
Clark,1719,President,Democratic,Bernie Sanders,1
Clark,1720,President,Democratic,Bernie Sanders,2
Clark,1721,President,Democratic,Bernie Sanders,2
Clark,1722,President,Democratic,Bernie Sanders,0
Clark,1727,President,Democratic,Bernie Sanders,6
Clark,1732,President,Democratic,Bernie Sanders,1
Clark,1750,President,Democratic,Bernie Sanders,2
Clark,1751,President,Democratic,Bernie Sanders,1
Clark,1753,President,Democratic,Bernie Sanders,0
Clark,2008,President,Democratic,Bernie Sanders,5
Clark,2037,President,Democratic,Bernie Sanders,4
Clark,2044,President,Democratic,Bernie Sanders,7
Clark,2126,President,Democratic,Bernie Sanders,2
Clark,2352,President,Democratic,Bernie Sanders,3
Clark,2353,President,Democratic,Bernie Sanders,0
Clark,2354,President,Democratic,Bernie Sanders,2
Clark,2360,President,Democratic,Bernie Sanders,8
Clark,2366,President,Democratic,Bernie Sanders,6
Clark,2371,President,Democratic,Bernie Sanders,6
Clark,2372,President,Democratic,Bernie Sanders,7
Clark,2373,President,Democratic,Bernie Sanders,3
Clark,2380,President,Democratic,Bernie Sanders,7
Clark,2381,President,Democratic,Bernie Sanders,6
Clark,2382,President,Democratic,Bernie Sanders,10
Clark,2383,President,Democratic,Bernie Sanders,7
Clark,2384,President,Democratic,Bernie Sanders,8
Clark,2385,President,Democratic,Bernie Sanders,4
Clark,2386,President,Democratic,Bernie Sanders,4
Clark,2387,President,Democratic,Bernie Sanders,8
Clark,2390,President,Democratic,Bernie Sanders,6
Clark,2391,President,Democratic,Bernie Sanders,2
Clark,2392,President,Democratic,Bernie Sanders,4
Clark,2393,President,Democratic,Bernie Sanders,7
Clark,2394,President,Democratic,Bernie Sanders,6
Clark,2400,President,Democratic,Bernie Sanders,8
Clark,2401,President,Democratic,Bernie Sanders,0
Clark,2405,President,Democratic,Bernie Sanders,0
Clark,2406,President,Democratic,Bernie Sanders,0
Clark,2407,President,Democratic,Bernie Sanders,0
Clark,2408,President,Democratic,Bernie Sanders,0
Clark,2409,President,Democratic,Bernie Sanders,7
Clark,2417,President,Democratic,Bernie Sanders,3
Clark,2430,President,Democratic,Bernie Sanders,9
Clark,2440,President,Democratic,Bernie Sanders,2
Clark,2444,President,Democratic,Bernie Sanders,1
Clark,2446,President,Democratic,Bernie Sanders,6
Clark,2449,President,Democratic,Bernie Sanders,5
Clark,2456,President,Democratic,Bernie Sanders,4
Clark,2457,President,Democratic,Bernie Sanders,6
Clark,2463,President,Democratic,Bernie Sanders,11
Clark,2464,President,Democratic,Bernie Sanders,6
Clark,2465,President,Democratic,Bernie Sanders,3
Clark,2466,President,Democratic,Bernie Sanders,3
Clark,2469,President,Democratic,Bernie Sanders,0
Clark,2473,President,Democratic,Bernie Sanders,1
Clark,2476,President,Democratic,Bernie Sanders,2
Clark,2477,President,Democratic,Bernie Sanders,1
Clark,2479,President,Democratic,Bernie Sanders,7
Clark,2480,President,Democratic,Bernie Sanders,6
Clark,2481,President,Democratic,Bernie Sanders,11
Clark,2483,President,Democratic,Bernie Sanders,7
Clark,2484,President,Democratic,Bernie Sanders,6
Clark,2500,President,Democratic,Bernie Sanders,2
Clark,2501,President,Democratic,Bernie Sanders,1
Clark,2503,President,Democratic,Bernie Sanders,0
Clark,2600,President,Democratic,Bernie Sanders,4
Clark,2601,President,Democratic,Bernie Sanders,0
Clark,2602,President,Democratic,Bernie Sanders,1
Clark,2603,President,Democratic,Bernie Sanders,3
Clark,2604,President,Democratic,Bernie Sanders,5
Clark,2605,President,Democratic,Bernie Sanders,5
Clark,2606,President,Democratic,Bernie Sanders,5
Clark,2607,President,Democratic,Bernie Sanders,5
Clark,2609,President,Democratic,Bernie Sanders,0
Clark,2611,President,Democratic,Bernie Sanders,7
Clark,2613,President,Democratic,Bernie Sanders,6
Clark,2614,President,Democratic,Bernie Sanders,5
Clark,2615,President,Democratic,Bernie Sanders,4
Clark,2616,President,Democratic,Bernie Sanders,2
Clark,2617,President,Democratic,Bernie Sanders,3
Clark,2621,President,Democratic,Bernie Sanders,5
Clark,2622,President,Democratic,Bernie Sanders,2
Clark,2624,President,Democratic,Bernie Sanders,2
Clark,2631,President,Democratic,Bernie Sanders,1
Clark,2632,President,Democratic,Bernie Sanders,1
Clark,2633,President,Democratic,Bernie Sanders,3
Clark,2634,President,Democratic,Bernie Sanders,3
Clark,2635,President,Democratic,Bernie Sanders,3
Clark,2641,President,Democratic,Bernie Sanders,0
Clark,2642,President,Democratic,Bernie Sanders,0
Clark,2643,President,Democratic,Bernie Sanders,2
Clark,2644,President,Democratic,Bernie Sanders,3
Clark,2645,President,Democratic,Bernie Sanders,0
Clark,2650,President,Democratic,Bernie Sanders,2
Clark,2651,President,Democratic,Bernie Sanders,1
Clark,2652,President,Democratic,Bernie Sanders,6
Clark,2653,President,Democratic,Bernie Sanders,4
Clark,2654,President,Democratic,Bernie Sanders,3
Clark,2655,President,Democratic,Bernie Sanders,1
Clark,2660,President,Democratic,Bernie Sanders,2
Clark,2661,President,Democratic,Bernie Sanders,5
Clark,2662,President,Democratic,Bernie Sanders,1
Clark,2663,President,Democratic,Bernie Sanders,2
Clark,2664,President,Democratic,Bernie Sanders,0
Clark,2665,President,Democratic,Bernie Sanders,1
Clark,2666,President,Democratic,Bernie Sanders,7
Clark,2671,President,Democratic,Bernie Sanders,3
Clark,2672,President,Democratic,Bernie Sanders,4
Clark,2673,President,Democratic,Bernie Sanders,0
Clark,2674,President,Democratic,Bernie Sanders,8
Clark,2675,President,Democratic,Bernie Sanders,0
Clark,2676,President,Democratic,Bernie Sanders,0
Clark,2681,President,Democratic,Bernie Sanders,0
Clark,2682,President,Democratic,Bernie Sanders,3
Clark,2683,President,Democratic,Bernie Sanders,0
Clark,2684,President,Democratic,Bernie Sanders,0
Clark,2685,President,Democratic,Bernie Sanders,0
